userId,reason,date
7215327,原因未知,20250818
5726858,原因未知,20250818
5996297,原因未知,20250818
4860465,原因未知,20250818
1288394,原因未知,20250818
2348226,原因未知,20250818
6785077,原因未知,20250818
4306243,原因未知,20250818
1751523,原因未知,20250818
